enrollment_id,student_id,course_id,marks_obtained,grade,grade_point,attendance_percentage,semester,academic_year
336,STU2024CS0010,CRS_CS103,92.4,O,10.0,90.3,1,2023-2024
337,STU2024CS0010,CRS_CS104,83.1,A+,9.0,90.4,1,2023-2024
338,STU2024CS0010,CRS_CS105,49.7,C,5.0,85.6,1,2023-2024
339,STU2024CS0010,CRS_CS201,57.7,B,6.0,77.4,2,2023-2024
340,STU2024CS0010,CRS_CS202,86.6,A+,9.0,88.5,2,2023-2024
341,STU2024CS0010,CRS_CS203,81.0,A+,9.0,90.2,2,2023-2024
342,STU2024CS0010,CRS_CS204,99.0,O,10.0,88.4,2,2023-2024
343,STU2024CS0010,CRS_CS205,68.9,B+,7.0,79.2,2,2023-2024
344,STU2024CS0010,CRS_CS301,64.7,B+,7.0,87.6,3,2024-2025
345,STU2024CS0010,CRS_CS302,74.8,A,8.0,88.0,3,2024-2025
346,STU2024CS0010,CRS_CS303,68.7,B+,7.0,89.9,3,2024-2025
347,STU2024CS0010,CRS_CS304,85.4,A+,9.0,76.9,3,2024-2025
348,STU2024CS0010,CRS_CS305,68.4,B+,7.0,89.4,3,2024-2025
349,STU2024CS0010,CRS_CS401,71.0,A,8.0,88.6,4,2024-2025
350,STU2024CS0010,CRS_CS402,63.2,B+,7.0,77.5,4,2024-2025
351,STU2024CS0010,CRS_CS403,82.3,A+,9.0,87.2,4,2024-2025
352,STU2024CS0010,CRS_CS404,63.9,B+,7.0,85.9,4,2024-2025
353,STU2024CS0010,CRS_CS405,78.5,A,8.0,79.3,4,2024-2025
354,STU2024CS0010,CRS_CS501,94.6,O,10.0,80.9,5,2025-2026
355,STU2024CS0010,CRS_CS502,54.4,B,6.0,82.9,5,2025-2026
356,STU2024CS0010,CRS_CS503,90.5,O,10.0,91.1,5,2025-2026
357,STU2024CS0010,CRS_CS504,77.1,A,8.0,83.6,5,2025-2026
358,STU2024CS0010,CRS_CS505,61.6,B+,7.0,85.4,5,2025-2026
359,STU2024CS0010,CRS_CS601,75.2,A,8.0,86.8,6,2025-2026
360,STU2024CS0010,CRS_CS602,82.0,A+,9.0,90.7,6,2025-2026
361,STU2024CS0010,CRS_CS603,65.3,B+,7.0,84.8,6,2025-2026
362,STU2024CS0010,CRS_CS604,79.2,A,8.0,85.3,6,2025-2026
363,STU2024CS0010,CRS_CS605,91.5,O,10.0,90.9,6,2025-2026
364,STU2024CS0010,CRS_CS701,68.4,B+,7.0,90.7,7,2026-2027
365,STU2024CS0010,CRS_CS702,63.1,B+,7.0,91.7,7,2026-2027
366,STU2024CS0010,CRS_CS703,72.6,A,8.0,89.3,7,2026-2027
367,STU2024CS0010,CRS_CS704,74.6,A,8.0,85.1,7,2026-2027
368,STU2024CS0010,CRS_CS801,86.0,A+,9.0,81.8,8,2026-2027
369,STU2024CS0010,CRS_CS802,72.3,A,8.0,88.6,8,2026-2027
370,STU2024CS0010,CRS_CS803,69.3,B+,7.0,75.1,8,2026-2027
371,STU2024CS0011,CRS_CS101,62.9,B+,7.0,84.1,1,2024-2025
372,STU2024CS0011,CRS_CS102,55.8,B,6.0,90.6,1,2024-2025
373,STU2024CS0011,CRS_CS103,59.8,B,6.0,87.5,1,2024-2025
374,STU2024CS0011,CRS_CS104,59.8,B,6.0,82.7,1,2024-2025
375,STU2024CS0011,CRS_CS105,71.1,A,8.0,77.4,1,2024-2025
376,STU2024CS0011,CRS_CS201,57.5,B,6.0,78.0,2,2024-2025
377,STU2024CS0011,CRS_CS202,44.3,C,5.0,90.6,2,2024-2025
378,STU2024CS0011,CRS_CS203,73.4,A,8.0,81.2,2,2024-2025
379,STU2024CS0011,CRS_CS204,94.3,O,10.0,75.2,2,2024-2025
380,STU2024CS0011,CRS_CS205,86.4,A+,9.0,86.3,2,2024-2025
381,STU2024CS0011,CRS_CS301,71.0,A,8.0,76.5,3,2025-2026
382,STU2024CS0011,CRS_CS302,61.8,B+,7.0,91.9,3,2025-2026
383,STU2024CS0011,CRS_CS303,99.0,O,10.0,76.1,3,2025-2026
384,STU2024CS0011,CRS_CS304,74.7,A,8.0,87.7,3,2025-2026
385,STU2024CS0011,CRS_CS305,76.2,A,8.0,78.5,3,2025-2026
386,STU2024CS0011,CRS_CS401,72.4,A,8.0,78.2,4,2025-2026
387,STU2024CS0011,CRS_CS402,73.6,A,8.0,84.6,4,2025-2026
388,STU2024CS0011,CRS_CS403,68.0,B+,7.0,76.1,4,2025-2026
389,STU2024CS0011,CRS_CS404,71.2,A,8.0,83.9,4,2025-2026
390,STU2024CS0011,CRS_CS405,90.5,O,10.0,82.5,4,2025-2026
391,STU2024CS0011,CRS_CS501,87.7,A+,9.0,77.6,5,2026-2027
392,STU2024CS0011,CRS_CS502,51.2,B,6.0,78.1,5,2026-2027
393,STU2024CS0011,CRS_CS503,58.5,B,6.0,85.9,5,2026-2027
394,STU2024CS0011,CRS_CS504,65.4,B+,7.0,81.9,5,2026-2027
395,STU2024CS0011,CRS_CS505,84.3,A+,9.0,75.5,5,2026-2027
396,STU2024CS0011,CRS_CS601,88.0,A+,9.0,78.8,6,2026-2027
397,STU2024CS0011,CRS_CS602,81.9,A+,9.0,75.3,6,2026-2027
398,STU2024CS0011,CRS_CS603,61.6,B+,7.0,76.8,6,2026-2027
399,STU2024CS0011,CRS_CS604,68.2,B+,7.0,86.1,6,2026-2027
400,STU2024CS0011,CRS_CS605,79.4,A,8.0,79.0,6,2026-2027
401,STU2024CS0011,CRS_CS701,71.4,A,8.0,87.3,7,2027-2028
402,STU2024CS0011,CRS_CS702,69.9,B+,7.0,89.5,7,2027-2028
403,STU2024CS0011,CRS_CS703,70.0,A,8.0,86.4,7,2027-2028
404,STU2024CS0011,CRS_CS704,86.8,A+,9.0,78.5,7,2027-2028
405,STU2024CS0011,CRS_CS801,80.5,A+,9.0,75.2,8,2027-2028
406,STU2024CS0011,CRS_CS802,70.6,A,8.0,76.5,8,2027-2028
407,STU2024CS0011,CRS_CS803,77.6,A,8.0,82.2,8,2027-2028
408,STU2024CS0012,CRS_CS101,60.2,B+,7.0,90.2,1,2021-2022
409,STU2024CS0012,CRS_CS102,68.3,B+,7.0,79.4,1,2021-2022
410,STU2024CS0012,CRS_CS103,85.5,A+,9.0,81.5,1,2021-2022
411,STU2024CS0012,CRS_CS104,56.9,B,6.0,85.6,1,2021-2022
412,STU2024CS0012,CRS_CS105,80.7,A+,9.0,82.0,1,2021-2022
413,STU2024CS0012,CRS_CS201,51.1,B,6.0,80.0,2,2021-2022
414,STU2024CS0012,CRS_CS202,92.7,O,10.0,91.1,2,2021-2022
415,STU2024CS0012,CRS_CS203,68.0,B+,7.0,89.8,2,2021-2022
416,STU2024CS0012,CRS_CS204,78.4,A,8.0,83.3,2,2021-2022
417,STU2024CS0012,CRS_CS205,75.3,A,8.0,82.2,2,2021-2022
418,STU2024CS0012,CRS_CS301,75.7,A,8.0,75.4,3,2022-2023
419,STU2024CS0012,CRS_CS302,77.4,A,8.0,85.8,3,2022-2023
420,STU2024CS0012,CRS_CS303,55.2,B,6.0,79.4,3,2022-2023
421,STU2024CS0012,CRS_CS304,75.9,A,8.0,91.7,3,2022-2023
422,STU2024CS0012,CRS_CS305,72.0,A,8.0,83.9,3,2022-2023
423,STU2024CS0012,CRS_CS401,68.1,B+,7.0,75.3,4,2022-2023
424,STU2024CS0012,CRS_CS402,65.4,B+,7.0,90.5,4,2022-2023
425,STU2024CS0012,CRS_CS403,76.2,A,8.0,79.7,4,2022-2023
426,STU2024CS0012,CRS_CS404,63.2,B+,7.0,84.4,4,2022-2023
427,STU2024CS0012,CRS_CS405,85.3,A+,9.0,78.5,4,2022-2023
428,STU2024CS0012,CRS_CS501,79.2,A,8.0,75.2,5,2023-2024
429,STU2024CS0012,CRS_CS502,76.8,A,8.0,85.2,5,2023-2024
430,STU2024CS0012,CRS_CS503,84.8,A+,9.0,86.3,5,2023-2024
431,STU2024CS0012,CRS_CS504,53.8,B,6.0,83.8,5,2023-2024
432,STU2024CS0012,CRS_CS505,59.9,B,6.0,75.8,5,2023-2024
433,STU2024CS0012,CRS_CS601,79.7,A,8.0,76.4,6,2023-2024
434,STU2024CS0012,CRS_CS602,66.0,B+,7.0,85.3,6,2023-2024
435,STU2024CS0012,CRS_CS603,67.3,B+,7.0,79.9,6,2023-2024
436,STU2024CS0012,CRS_CS604,58.5,B,6.0,81.0,6,2023-2024
437,STU2024CS0012,CRS_CS605,63.3,B+,7.0,84.6,6,2023-2024
438,STU2024CS0012,CRS_CS701,85.6,A+,9.0,83.1,7,2024-2025
439,STU2024CS0012,CRS_CS702,79.4,A,8.0,87.5,7,2024-2025
440,STU2024CS0012,CRS_CS703,76.0,A,8.0,78.7,7,2024-2025
441,STU2024CS0012,CRS_CS704,67.7,B+,7.0,83.4,7,2024-2025
442,STU2024CS0012,CRS_CS801,75.3,A,8.0,85.1,8,2024-2025
443,STU2024CS0012,CRS_CS802,86.6,A+,9.0,76.8,8,2024-2025
444,STU2024CS0012,CRS_CS803,66.3,B+,7.0,76.3,8,2024-2025
445,STU2024CS0013,CRS_CS101,73.6,A,8.0,86.7,1,2023-2024
446,STU2024CS0013,CRS_CS102,93.5,O,10.0,82.4,1,2023-2024
447,STU2024CS0013,CRS_CS103,81.8,A+,9.0,88.6,1,2023-2024
448,STU2024CS0013,CRS_CS104,67.8,B+,7.0,86.8,1,2023-2024
449,STU2024CS0013,CRS_CS105,80.8,A+,9.0,81.1,1,2023-2024
450,STU2024CS0013,CRS_CS201,56.7,B,6.0,76.6,2,2023-2024
451,STU2024CS0013,CRS_CS202,73.2,A,8.0,78.1,2,2023-2024
452,STU2024CS0013,CRS_CS203,80.8,A+,9.0,84.2,2,2023-2024
453,STU2024CS0013,CRS_CS204,78.2,A,8.0,88.7,2,2023-2024
454,STU2024CS0013,CRS_CS205,80.7,A+,9.0,86.2,2,2023-2024
455,STU2024CS0013,CRS_CS301,83.2,A+,9.0,79.2,3,2024-2025
456,STU2024CS0013,CRS_CS302,79.1,A,8.0,83.3,3,2024-2025
457,STU2024CS0013,CRS_CS303,78.7,A,8.0,78.1,3,2024-2025
458,STU2024CS0013,CRS_CS304,76.3,A,8.0,84.7,3,2024-2025
459,STU2024CS0013,CRS_CS305,62.1,B+,7.0,90.7,3,2024-2025
460,STU2024CS0013,CRS_CS401,85.6,A+,9.0,91.5,4,2024-2025
461,STU2024CS0013,CRS_CS402,73.6,A,8.0,89.7,4,2024-2025
462,STU2024CS0013,CRS_CS403,81.5,A+,9.0,89.4,4,2024-2025
463,STU2024CS0013,CRS_CS404,84.3,A+,9.0,75.6,4,2024-2025
464,STU2024CS0013,CRS_CS405,68.3,B+,7.0,85.1,4,2024-2025
465,STU2024CS0013,CRS_CS501,69.2,B+,7.0,76.3,5,2025-2026
466,STU2024CS0013,CRS_CS502,70.6,A,8.0,86.8,5,2025-2026
467,STU2024CS0013,CRS_CS503,87.8,A+,9.0,76.1,5,2025-2026
468,STU2024CS0013,CRS_CS504,64.2,B+,7.0,80.4,5,2025-2026
469,STU2024CS0013,CRS_CS505,89.9,A+,9.0,80.4,5,2025-2026
470,STU2024CS0013,CRS_CS601,76.2,A,8.0,85.6,6,2025-2026
471,STU2024CS0013,CRS_CS602,76.9,A,8.0,79.0,6,2025-2026
472,STU2024CS0013,CRS_CS603,83.8,A+,9.0,75.4,6,2025-2026
473,STU2024CS0013,CRS_CS604,74.9,A,8.0,91.0,6,2025-2026
474,STU2024CS0013,CRS_CS605,85.7,A+,9.0,88.6,6,2025-2026
475,STU2024CS0013,CRS_CS701,68.3,B+,7.0,83.2,7,2026-2027
476,STU2024CS0013,CRS_CS702,89.5,A+,9.0,85.7,7,2026-2027
477,STU2024CS0013,CRS_CS703,69.1,B+,7.0,82.2,7,2026-2027
478,STU2024CS0013,CRS_CS704,90.0,O,10.0,87.5,7,2026-2027
479,STU2024CS0013,CRS_CS801,69.4,B+,7.0,81.0,8,2026-2027
480,STU2024CS0013,CRS_CS802,70.9,A,8.0,79.9,8,2026-2027
481,STU2024CS0013,CRS_CS803,63.0,B+,7.0,75.7,8,2026-2027
482,STU2024CS0014,CRS_CS101,65.6,B+,7.0,75.3,1,2021-2022
483,STU2024CS0014,CRS_CS102,73.6,A,8.0,81.5,1,2021-2022
484,STU2024CS0014,CRS_CS103,76.6,A,8.0,86.6,1,2021-2022
485,STU2024CS0014,CRS_CS104,84.8,A+,9.0,91.1,1,2021-2022
486,STU2024CS0014,CRS_CS105,71.6,A,8.0,82.9,1,2021-2022
487,STU2024CS0014,CRS_CS201,61.7,B+,7.0,91.8,2,2021-2022
488,STU2024CS0014,CRS_CS202,78.2,A,8.0,78.9,2,2021-2022
489,STU2024CS0014,CRS_CS203,75.8,A,8.0,85.3,2,2021-2022
490,STU2024CS0014,CRS_CS204,79.4,A,8.0,83.7,2,2021-2022
491,STU2024CS0014,CRS_CS205,67.0,B+,7.0,78.7,2,2021-2022
492,STU2024CS0014,CRS_CS301,68.2,B+,7.0,78.2,3,2022-2023
493,STU2024CS0014,CRS_CS302,67.0,B+,7.0,76.0,3,2022-2023
494,STU2024CS0014,CRS_CS303,87.1,A+,9.0,91.5,3,2022-2023
495,STU2024CS0014,CRS_CS304,89.6,A+,9.0,86.8,3,2022-2023
496,STU2024CS0014,CRS_CS305,67.7,B+,7.0,77.6,3,2022-2023
497,STU2024CS0014,CRS_CS401,67.9,B+,7.0,78.8,4,2022-2023
498,STU2024CS0014,CRS_CS402,81.0,A+,9.0,84.1,4,2022-2023
499,STU2024CS0014,CRS_CS403,91.0,O,10.0,76.6,4,2022-2023
500,STU2024CS0014,CRS_CS404,93.8,O,10.0,89.9,4,2022-2023
501,STU2024CS0014,CRS_CS405,67.3,B+,7.0,90.1,4,2022-2023
502,STU2024CS0014,CRS_CS501,69.7,B+,7.0,91.2,5,2023-2024
503,STU2024CS0014,CRS_CS502,77.1,A,8.0,86.1,5,2023-2024
504,STU2024CS0014,CRS_CS503,77.7,A,8.0,84.4,5,2023-2024
505,STU2024CS0014,CRS_CS504,72.1,A,8.0,81.3,5,2023-2024
506,STU2024CS0014,CRS_CS505,65.2,B+,7.0,79.4,5,2023-2024
507,STU2024CS0014,CRS_CS601,73.6,A,8.0,76.4,6,2023-2024
508,STU2024CS0014,CRS_CS602,93.7,O,10.0,78.7,6,2023-2024
509,STU2024CS0014,CRS_CS603,68.3,B+,7.0,89.5,6,2023-2024
510,STU2024CS0014,CRS_CS604,76.5,A,8.0,83.4,6,2023-2024
511,STU2024CS0014,CRS_CS605,99.0,O,10.0,89.0,6,2023-2024
512,STU2024CS0014,CRS_CS701,68.2,B+,7.0,80.9,7,2024-2025
513,STU2024CS0014,CRS_CS702,81.5,A+,9.0,79.5,7,2024-2025
514,STU2024CS0014,CRS_CS703,94.3,O,10.0,89.9,7,2024-2025
515,STU2024CS0014,CRS_CS704,80.5,A+,9.0,89.5,7,2024-2025
516,STU2024CS0014,CRS_CS801,86.2,A+,9.0,89.7,8,2024-2025
517,STU2024CS0014,CRS_CS802,83.0,A+,9.0,86.9,8,2024-2025
518,STU2024CS0014,CRS_CS803,79.6,A,8.0,86.6,8,2024-2025
519,STU2024CS0015,CRS_CS101,64.0,B+,7.0,54.5,1,2021-2022
520,STU2024CS0015,CRS_CS102,54.4,B,6.0,66.1,1,2021-2022
521,STU2024CS0015,CRS_CS103,43.8,C,5.0,57.4,1,2021-2022
522,STU2024CS0015,CRS_CS104,47.9,C,5.0,63.9,1,2021-2022
523,STU2024CS0015,CRS_CS105,50.8,B,6.0,65.3,1,2021-2022
524,STU2024CS0015,CRS_CS201,40.9,C,5.0,60.1,2,2021-2022
525,STU2024CS0015,CRS_CS202,48.5,C,5.0,62.1,2,2021-2022
526,STU2024CS0015,CRS_CS203,46.6,C,5.0,56.2,2,2021-2022
527,STU2024CS0015,CRS_CS204,54.4,B,6.0,64.5,2,2021-2022
528,STU2024CS0015,CRS_CS205,74.1,A,8.0,53.7,2,2021-2022
529,STU2024CS0015,CRS_CS301,49.2,C,5.0,67.4,3,2022-2023
530,STU2024CS0015,CRS_CS302,66.5,B+,7.0,57.5,3,2022-2023
531,STU2024CS0015,CRS_CS303,53.9,B,6.0,53.6,3,2022-2023
532,STU2024CS0015,CRS_CS304,48.4,C,5.0,67.0,3,2022-2023
533,STU2024CS0015,CRS_CS305,40.2,C,5.0,56.8,3,2022-2023
534,STU2024CS0015,CRS_CS401,48.5,C,5.0,63.3,4,2022-2023
535,STU2024CS0015,CRS_CS402,47.7,C,5.0,57.5,4,2022-2023
536,STU2024CS0015,CRS_CS403,36.9,P,4.0,61.9,4,2022-2023
537,STU2024CS0015,CRS_CS404,38.7,P,4.0,64.1,4,2022-2023
538,STU2024CS0015,CRS_CS405,50.9,B,6.0,52.4,4,2022-2023
539,STU2024CS0015,CRS_CS501,66.4,B+,7.0,62.9,5,2023-2024
540,STU2024CS0015,CRS_CS502,45.1,C,5.0,59.1,5,2023-2024
541,STU2024CS0015,CRS_CS503,27.2,F,0.0,54.6,5,2023-2024
542,STU2024CS0015,CRS_CS504,17.4,F,0.0,64.7,5,2023-2024
543,STU2024CS0015,CRS_CS505,32.7,F,0.0,53.3,5,2023-2024
544,STU2024CS0015,CRS_CS601,55.2,B,6.0,62.9,6,2023-2024
545,STU2024CS0015,CRS_CS602,29.4,F,0.0,67.2,6,2023-2024
546,STU2024CS0015,CRS_CS603,57.3,B,6.0,54.4,6,2023-2024
547,STU2024CS0015,CRS_CS604,54.5,B,6.0,58.7,6,2023-2024
548,STU2024CS0015,CRS_CS605,44.7,C,5.0,62.2,6,2023-2024
549,STU2024CS0015,CRS_CS701,26.2,F,0.0,67.7,7,2024-2025
550,STU2024CS0015,CRS_CS702,37.0,P,4.0,58.5,7,2024-2025
551,STU2024CS0015,CRS_CS703,42.9,C,5.0,55.4,7,2024-2025
552,STU2024CS0015,CRS_CS704,50.6,B,6.0,52.5,7,2024-2025
553,STU2024CS0015,CRS_CS801,29.7,F,0.0,65.8,8,2024-2025
554,STU2024CS0015,CRS_CS802,64.8,B+,7.0,59.6,8,2024-2025
555,STU2024CS0015,CRS_CS803,50.5,B,6.0,64.3,8,2024-2025
556,STU2024CS0016,CRS_CS101,79.0,A,8.0,89.4,1,2024-2025
557,STU2024CS0016,CRS_CS102,81.1,A+,9.0,77.2,1,2024-2025
558,STU2024CS0016,CRS_CS103,88.6,A+,9.0,75.6,1,2024-2025
559,STU2024CS0016,CRS_CS104,76.2,A,8.0,88.5,1,2024-2025
560,STU2024CS0016,CRS_CS105,81.8,A+,9.0,83.2,1,2024-2025
561,STU2024CS0016,CRS_CS201,66.6,B+,7.0,78.4,2,2024-2025
562,STU2024CS0016,CRS_CS202,93.8,O,10.0,83.4,2,2024-2025
563,STU2024CS0016,CRS_CS203,75.4,A,8.0,79.6,2,2024-2025
564,STU2024CS0016,CRS_CS204,66.5,B+,7.0,88.6,2,2024-2025
565,STU2024CS0016,CRS_CS205,69.1,B+,7.0,75.2,2,2024-2025
566,STU2024CS0016,CRS_CS301,53.2,B,6.0,76.2,3,2025-2026
567,STU2024CS0016,CRS_CS302,69.0,B+,7.0,85.2,3,2025-2026
568,STU2024CS0016,CRS_CS303,47.3,C,5.0,80.0,3,2025-2026
569,STU2024CS0016,CRS_CS304,82.6,A+,9.0,88.3,3,2025-2026
570,STU2024CS0016,CRS_CS305,78.7,A,8.0,75.7,3,2025-2026
571,STU2024CS0016,CRS_CS401,63.4,B+,7.0,79.1,4,2025-2026
572,STU2024CS0016,CRS_CS402,73.5,A,8.0,91.8,4,2025-2026
573,STU2024CS0016,CRS_CS403,74.0,A,8.0,85.5,4,2025-2026
574,STU2024CS0016,CRS_CS404,61.3,B+,7.0,86.9,4,2025-2026
575,STU2024CS0016,CRS_CS405,71.6,A,8.0,80.5,4,2025-2026
576,STU2024CS0016,CRS_CS501,74.3,A,8.0,83.8,5,2026-2027
577,STU2024CS0016,CRS_CS502,71.3,A,8.0,75.6,5,2026-2027
578,STU2024CS0016,CRS_CS503,66.5,B+,7.0,76.3,5,2026-2027
579,STU2024CS0016,CRS_CS504,63.0,B+,7.0,84.6,5,2026-2027
580,STU2024CS0016,CRS_CS505,70.9,A,8.0,86.7,5,2026-2027
581,STU2024CS0016,CRS_CS601,67.7,B+,7.0,77.8,6,2026-2027
582,STU2024CS0016,CRS_CS602,80.3,A+,9.0,76.8,6,2026-2027
583,STU2024CS0016,CRS_CS603,89.4,A+,9.0,75.5,6,2026-2027
584,STU2024CS0016,CRS_CS604,84.2,A+,9.0,90.9,6,2026-2027
585,STU2024CS0016,CRS_CS605,74.7,A,8.0,87.1,6,2026-2027
586,STU2024CS0016,CRS_CS701,66.9,B+,7.0,89.8,7,2027-2028
587,STU2024CS0016,CRS_CS702,83.8,A+,9.0,80.8,7,2027-2028
588,STU2024CS0016,CRS_CS703,81.0,A+,9.0,88.9,7,2027-2028
589,STU2024CS0016,CRS_CS704,88.5,A+,9.0,82.7,7,2027-2028
590,STU2024CS0016,CRS_CS801,76.2,A,8.0,85.9,8,2027-2028
591,STU2024CS0016,CRS_CS802,93.1,O,10.0,76.4,8,2027-2028
592,STU2024CS0016,CRS_CS803,76.2,A,8.0,76.0,8,2027-2028
593,STU2024CS0017,CRS_CS101,66.8,B+,7.0,89.8,1,2022-2023
594,STU2024CS0017,CRS_CS102,68.7,B+,7.0,78.7,1,2022-2023
595,STU2024CS0017,CRS_CS103,79.8,A,8.0,86.2,1,2022-2023
596,STU2024CS0017,CRS_CS104,67.7,B+,7.0,83.5,1,2022-2023
597,STU2024CS0017,CRS_CS105,93.0,O,10.0,78.9,1,2022-2023
598,STU2024CS0017,CRS_CS201,78.8,A,8.0,91.9,2,2022-2023
599,STU2024CS0017,CRS_CS202,74.4,A,8.0,78.4,2,2022-2023
600,STU2024CS0017,CRS_CS203,75.3,A,8.0,86.6,2,2022-2023
601,STU2024CS0017,CRS_CS204,71.2,A,8.0,89.8,2,2022-2023
602,STU2024CS0017,CRS_CS205,55.6,B,6.0,87.4,2,2022-2023
603,STU2024CS0017,CRS_CS301,68.7,B+,7.0,80.9,3,2023-2024
604,STU2024CS0017,CRS_CS302,91.3,O,10.0,81.3,3,2023-2024
605,STU2024CS0017,CRS_CS303,76.5,A,8.0,82.5,3,2023-2024
606,STU2024CS0017,CRS_CS304,85.5,A+,9.0,87.3,3,2023-2024
607,STU2024CS0017,CRS_CS305,85.9,A+,9.0,90.3,3,2023-2024
608,STU2024CS0017,CRS_CS401,73.6,A,8.0,82.2,4,2023-2024
609,STU2024CS0017,CRS_CS402,81.2,A+,9.0,90.5,4,2023-2024
610,STU2024CS0017,CRS_CS403,56.7,B,6.0,78.6,4,2023-2024
611,STU2024CS0017,CRS_CS404,90.2,O,10.0,87.5,4,2023-2024
612,STU2024CS0017,CRS_CS405,89.2,A+,9.0,77.2,4,2023-2024
613,STU2024CS0017,CRS_CS501,79.4,A,8.0,78.1,5,2024-2025
614,STU2024CS0017,CRS_CS502,76.9,A,8.0,79.0,5,2024-2025
615,STU2024CS0017,CRS_CS503,73.7,A,8.0,79.2,5,2024-2025
616,STU2024CS0017,CRS_CS504,86.9,A+,9.0,89.8,5,2024-2025
617,STU2024CS0017,CRS_CS505,82.5,A+,9.0,81.1,5,2024-2025
618,STU2024CS0017,CRS_CS601,42.7,C,5.0,85.1,6,2024-2025
619,STU2024CS0017,CRS_CS602,70.0,A,8.0,91.5,6,2024-2025
620,STU2024CS0017,CRS_CS603,61.7,B+,7.0,79.4,6,2024-2025
621,STU2024CS0017,CRS_CS604,59.8,B,6.0,88.1,6,2024-2025
622,STU2024CS0017,CRS_CS605,86.8,A+,9.0,77.2,6,2024-2025
623,STU2024CS0017,CRS_CS701,73.5,A,8.0,79.0,7,2025-2026
624,STU2024CS0017,CRS_CS702,79.2,A,8.0,76.2,7,2025-2026
625,STU2024CS0017,CRS_CS703,74.8,A,8.0,80.7,7,2025-2026
626,STU2024CS0017,CRS_CS704,59.9,B,6.0,89.1,7,2025-2026
627,STU2024CS0017,CRS_CS801,56.9,B,6.0,85.5,8,2025-2026
628,STU2024CS0017,CRS_CS802,69.3,B+,7.0,87.0,8,2025-2026
629,STU2024CS0017,CRS_CS803,70.2,A,8.0,75.6,8,2025-2026
630,STU2024CS0018,CRS_CS101,70.2,A,8.0,87.5,1,2021-2022
631,STU2024CS0018,CRS_CS102,70.5,A,8.0,89.4,1,2021-2022
632,STU2024CS0018,CRS_CS103,96.8,O,10.0,88.7,1,2021-2022
633,STU2024CS0018,CRS_CS104,85.3,A+,9.0,78.5,1,2021-2022
634,STU2024CS0018,CRS_CS105,76.6,A,8.0,76.9,1,2021-2022
635,STU2024CS0018,CRS_CS201,73.2,A,8.0,84.0,2,2021-2022
636,STU2024CS0018,CRS_CS202,73.6,A,8.0,90.9,2,2021-2022
637,STU2024CS0018,CRS_CS203,82.1,A+,9.0,80.4,2,2021-2022
638,STU2024CS0018,CRS_CS204,73.1,A,8.0,83.6,2,2021-2022
639,STU2024CS0018,CRS_CS205,84.1,A+,9.0,82.7,2,2021-2022
640,STU2024CS0018,CRS_CS301,77.8,A,8.0,83.8,3,2022-2023
641,STU2024CS0018,CRS_CS302,97.0,O,10.0,77.4,3,2022-2023
642,STU2024CS0018,CRS_CS303,72.5,A,8.0,75.5,3,2022-2023
643,STU2024CS0018,CRS_CS304,86.2,A+,9.0,78.4,3,2022-2023
644,STU2024CS0018,CRS_CS305,62.6,B+,7.0,86.4,3,2022-2023
645,STU2024CS0018,CRS_CS401,67.1,B+,7.0,89.8,4,2022-2023
646,STU2024CS0018,CRS_CS402,95.1,O,10.0,78.0,4,2022-2023
647,STU2024CS0018,CRS_CS403,83.6,A+,9.0,91.1,4,2022-2023
648,STU2024CS0018,CRS_CS404,79.5,A,8.0,86.6,4,2022-2023
649,STU2024CS0018,CRS_CS405,99.0,O,10.0,89.8,4,2022-2023
650,STU2024CS0018,CRS_CS501,73.4,A,8.0,84.7,5,2023-2024
651,STU2024CS0018,CRS_CS502,86.2,A+,9.0,78.7,5,2023-2024
652,STU2024CS0018,CRS_CS503,87.1,A+,9.0,86.2,5,2023-2024
653,STU2024CS0018,CRS_CS504,92.0,O,10.0,76.8,5,2023-2024
654,STU2024CS0018,CRS_CS505,61.4,B+,7.0,86.2,5,2023-2024
655,STU2024CS0018,CRS_CS601,73.3,A,8.0,89.8,6,2023-2024
656,STU2024CS0018,CRS_CS602,77.6,A,8.0,88.3,6,2023-2024
657,STU2024CS0018,CRS_CS603,91.8,O,10.0,89.9,6,2023-2024
658,STU2024CS0018,CRS_CS604,79.0,A,8.0,81.9,6,2023-2024
659,STU2024CS0018,CRS_CS605,87.1,A+,9.0,88.7,6,2023-2024
660,STU2024CS0018,CRS_CS701,60.5,B+,7.0,88.0,7,2024-2025
661,STU2024CS0018,CRS_CS702,70.7,A,8.0,88.9,7,2024-2025
662,STU2024CS0018,CRS_CS703,89.1,A+,9.0,77.0,7,2024-2025
663,STU2024CS0018,CRS_CS704,72.1,A,8.0,80.5,7,2024-2025
664,STU2024CS0018,CRS_CS801,74.2,A,8.0,81.2,8,2024-2025
665,STU2024CS0018,CRS_CS802,91.5,O,10.0,81.6,8,2024-2025
666,STU2024CS0018,CRS_CS803,64.7,B+,7.0,82.6,8,2024-2025
667,STU2024CS0019,CRS_CS101,67.0,B+,7.0,78.9,1,2022-2023
668,STU2024CS0019,CRS_CS102,59.4,B,6.0,76.2,1,2022-2023
669,STU2024CS0019,CRS_CS103,92.1,O,10.0,85.5,1,2022-2023
670,STU2024CS0019,CRS_CS104,85.1,A+,9.0,82.9,1,2022-2023
671,STU2024CS0019,CRS_CS105,84.8,A+,9.0,83.8,1,2022-2023
